decision_package_id,monitoring_kpis,monitoring_responsible_role,escalation_required,escalation_reason,escalation_role,escalation_target_role,escalation_deadline,escalation_classification
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,,,True,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Hospital COO / General Manager,2026-07-31,Executive Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261121,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261202,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261208,,,False,,,Department Head,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261214,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261226,,,False,"Critical priority, Immediate Review urgency, or executive/clinical approval level required",Hospital COO,Operations Manager,,No Escalation Required
