decision_action_routing_id,decision_package_id,final_readiness_status,escalation_required,escalation_status,escalation_reason,escalation_target_role,escalation_queue,escalation_timeframe_category,readiness_limitation,management_attention_required,operational_escalation_separate,governance_note
DAR-A79481F1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-98A3056A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,Requires Baseline Validation,True,Standard Review,Baseline validation required before progression,Data Owner,Baseline Validation Queue,Routine,Baseline validation pending,False,True,Escalation separate from analytical readiness
DAR-055DD4E2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-A080D16B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-5730C828,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-D637E4D5,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,Requires Evidence Completion,True,Standard Review,Evidence completion required,Data Owner,Evidence Completion Queue,Routine,Evidence completion pending,False,True,Escalation separate from analytical readiness
DAR-28AB2A25,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-4B27E726,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-8786A152,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260926,Requires Additional Scenario Analysis,True,Standard Review,Additional scenario analysis required,Analytics Team,Additional Scenario Queue,Routine,Scenario analysis pending,False,True,Escalation separate from analytical readiness
DAR-7DB39CF4,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261009,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-A394CB26,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261030,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-702A86AC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261112,Requires Lineage Completion,True,Standard Review,Lineage completion required,Data Owner,Lineage Completion Queue,Routine,Lineage completion pending,False,True,Escalation separate from analytical readiness
DAR-6C03EBB8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261121,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-04E2E51A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261226,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-BE2E413C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260402,Requires Budget Data,True,Standard Review,Budget data required before progression,Finance,Budget Information Queue,Routine,Budget data pending,False,True,Escalation separate from analytical readiness
DAR-B6904B30,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260410,Requires Baseline Validation,True,Standard Review,Baseline validation required before progression,Data Owner,Baseline Validation Queue,Routine,Baseline validation pending,False,True,Escalation separate from analytical readiness
DAR-13302777,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260420,Non-Quantitative,True,Standard Review,Non-quantitative review required,Clinical Lead,Non-Quantitative Review Queue,Routine,Qualitative review pending,False,True,Escalation separate from analytical readiness
DAR-B193B83A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260430,Non-Quantitative,True,Standard Review,Non-quantitative review required,Clinical Lead,Non-Quantitative Review Queue,Routine,Qualitative review pending,False,True,Escalation separate from analytical readiness
DAR-DD7D5326,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260505,Non-Quantitative,True,Standard Review,Non-quantitative review required,Clinical Lead,Non-Quantitative Review Queue,Routine,Qualitative review pending,False,True,Escalation separate from analytical readiness
DAR-9CF634B0,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260509,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-642F3498,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-802B91B0,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-A9286F9D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-8E141922,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,Not Suitable for Decision Use,True,Not Assessable,Operational escalation trigger,Governance / Audit Reviewer,Not Suitable Register,Not Applicable,Not suitable,True,True,Escalation separate from analytical readiness
DAR-3D4EFEF8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-667E4884,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-9D8EE118,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-BB627492,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-5FA84122,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-2F052166,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-D3E2D020,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-E92BBF5A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-6F94AF95,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-5B29121D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-5A9D2A1A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-FA9D5418,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-60E864A0,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-C28BEDE4,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-4DD779B5,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-75F685D4,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-E108DFAA,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-89FF9A00,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-39E716E6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-C3E2F410,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-011B9BEF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-7EDBEC74,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-D70E7695,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-16C3C92C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-2325718B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-5177B10C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-A5F75B70,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-79B648D9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-91132CD8,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-85BE6AB8,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-5E72DD37,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-BD554CF0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Requires Financial Input,True,Standard Review,Financial input required before progression,Finance,Financial Input Queue,Routine,Financial input pending,False,True,Escalation separate from analytical readiness
DAR-BC81DEE3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-56A8C75D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,Requires Benefit Validation,True,Standard Review,Benefit validation required before progression,Finance,Benefit Validation Queue,Routine,Benefit validation pending,False,True,Escalation separate from analytical readiness
DAR-92187BB5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-0B9EB225,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-0B636B36,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-017794B2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Requires Evidence Completion,True,Standard Review,Evidence completion required,Data Owner,Evidence Completion Queue,Routine,Evidence completion pending,False,True,Escalation separate from analytical readiness
DAR-4D3397CA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-ED926096,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-57A63AEB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-8D64AF46,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-1ABB2275,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-C895CF39,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-D388E5F9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-B1534D7C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-067BBE3A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-845120DB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Requires Assumption Validation,True,Standard Review,Assumption validation required before progression,Analytics Team,Assumption Validation Queue,Routine,Assumption validation pending,False,True,Escalation separate from analytical readiness
DAR-8ADD4F28,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-C09045AD,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-41EC1F94,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Requires Additional Scenario Analysis,True,Standard Review,Additional scenario analysis required,Analytics Team,Additional Scenario Queue,Routine,Scenario analysis pending,False,True,Escalation separate from analytical readiness
DAR-28A94246,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-658D5A05,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-CB813BFF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-6671F7E6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Requires Lineage Completion,True,Standard Review,Lineage completion required,Data Owner,Lineage Completion Queue,Routine,Lineage completion pending,False,True,Escalation separate from analytical readiness
DAR-0B9717C1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-F883E475,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,Requires Benefit Validation,True,Standard Review,Benefit validation required before progression,Finance,Benefit Validation Queue,Routine,Benefit validation pending,False,True,Escalation separate from analytical readiness
DAR-2014F10B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-82FF9346,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-72E13BF2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Requires Additional Scenario Analysis,True,Standard Review,Additional scenario analysis required,Analytics Team,Additional Scenario Queue,Routine,Scenario analysis pending,False,True,Escalation separate from analytical readiness
DAR-C6911469,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-02BE61BA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Requires Baseline Validation,True,Standard Review,Baseline validation required before progression,Data Owner,Baseline Validation Queue,Routine,Baseline validation pending,False,True,Escalation separate from analytical readiness
DAR-3BE9BBDF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-9157CEC0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,Requires Financial Input,True,Standard Review,Financial input required before progression,Finance,Financial Input Queue,Routine,Financial input pending,False,True,Escalation separate from analytical readiness
DAR-0F5582F7,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,Ready for Integrated Management Review,True,Standard Review,Routine management review required,Hospital COO / General Manager,Integrated Management Review Queue,Routine,,False,True,Escalation separate from analytical readiness
DAR-3BC4781E,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,Requires Budget Data,True,Standard Review,Budget data required before progression,Finance,Budget Information Queue,Routine,Budget data pending,False,True,Escalation separate from analytical readiness
DAR-1C309785,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,Not Suitable for Decision Use,True,Not Assessable,Operational escalation trigger,Governance / Audit Reviewer,Not Suitable Register,Not Applicable,Not suitable,True,True,Escalation separate from analytical readiness
DAR-573F14E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,Requires Baseline Validation,True,Standard Review,Baseline validation required before progression,Data Owner,Baseline Validation Queue,Routine,Baseline validation pending,False,True,Escalation separate from analytical readiness
DAR-105F67D6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,Requires Lineage Completion,True,Standard Review,Lineage completion required,Data Owner,Lineage Completion Queue,Routine,Lineage completion pending,False,True,Escalation separate from analytical readiness
DAR-6C009BE9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,Requires Stakeholder Validation,True,Standard Review,Stakeholder validation required before progression,Stakeholder Owner,Stakeholder Validation Queue,Routine,Stakeholder validation pending,False,True,Escalation separate from analytical readiness
DAR-16BFCF30,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-42569235,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,Ready with Conditions,True,Priority Review,Conditions require priority attention,Hospital COO / General Manager,Conditional Review Queue,Priority,Outstanding conditions,True,True,Escalation separate from analytical readiness
DAR-2F98846C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-59C011AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-6D176FA1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-6F52AB4D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-ABE54BC8,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-94A8124A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-4152488A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-E83F332E,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-ABF7005F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-F478CDDD,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-C77E9C9A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-723BDBA2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-7D642AEB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-6107C21A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
DAR-C17134B2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,Monitoring Only,False,Monitoring,Routine monitoring,Operations Manager,Monitoring Queue,Monitoring,Monitoring in progress,False,True,Escalation separate from analytical readiness
