contract_type,decision_readiness_id,decision_package_id,hospital,department,dominant_kpi,risk_tier,urgency,final_readiness_status,primary_queue,main_blocking_condition,next_required_action,responsible_role,approval_status,contract_field
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,,,,,,,,,,,,Management Confirmation Gate=Pass
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,,,,,,,,stakeholder_validation_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,,,,,,,,scenario_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,,,,,,,,evidence_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,,,,,,,,lineage_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,,,,,,,,blocking_condition,Review and resolve before proceeding,Operations Manager,,"severity=High,blocking=True"
D. Transition Guidance,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,,,,,,Requires Evidence Completion,,,Required evidence references provided,,,"next=Ready with Conditions,not_executed=True"
E. Escalation,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,,,,,,Requires Evidence Completion,,,,,,"escalation=Not Assessable,attention=False"
A. Readiness Summary,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,,Admissions,Staffing Level,,,Ready for Integrated Management Review,,stakeholder_validation_condition,No transition available from this state,,Pending Management Review,summary
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,,,,,,,,,,,,Operational Evidence Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,,,,,,,,,,,,Recommendation Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,,,,,,,,,,,,Baseline Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,,,,,,,,,,,,Scenario Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,,,,,,,,,,,,Comparator Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,,,,,,,,,,,,Financial Cost Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,,,,,,,,,,,,Financial Benefit Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,,,,,,,,,,,,Budget Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,,,,,,,,,,,,Evidence Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,,,,,,,,,,,,Lineage Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,,,,,,,,,,,,Governance Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,,,,,,,,,,,,Management Confirmation Gate=Pass
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,,,,,,,,stakeholder_validation_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,,,,,,,,scenario_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,,,,,,,,evidence_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,,,,,,,,lineage_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,,,,,,,,blocking_condition,Review and resolve before proceeding,Operations Manager,,"severity=High,blocking=True"
D. Transition Guidance,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,,,,,,Ready for Integrated Management Review,,,No transition available from this state,,,"next=No eligible transition defined,not_executed=True"
E. Escalation,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,,,,,,Ready for Integrated Management Review,,,,,,"escalation=Not Assessable,attention=False"
A. Readiness Summary,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,,Admissions,Staffing Level,,,Ready with Conditions,,stakeholder_validation_condition,All blocking conditions resolved and confirmations completed,,Pending Management Review,summary
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,,,,,,,,,,,,Operational Evidence Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,,,,,,,,,,,,Recommendation Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,,,,,,,,,,,,Baseline Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,,,,,,,,,,,,Scenario Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,,,,,,,,,,,,Comparator Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,,,,,,,,,,,,Financial Cost Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,,,,,,,,,,,,Financial Benefit Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,,,,,,,,,,,,Budget Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,,,,,,,,,,,,Evidence Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,,,,,,,,,,,,Lineage Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,,,,,,,,,,,,Governance Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,,,,,,,,,,,,Management Confirmation Gate=Pass
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,,,,,,,,stakeholder_validation_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,,,,,,,,scenario_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,,,,,,,,evidence_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,,,,,,,,lineage_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,,,,,,,,blocking_condition,Review and resolve before proceeding,Operations Manager,,"severity=High,blocking=True"
D. Transition Guidance,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,,,,,,Ready with Conditions,,,All blocking conditions resolved and confirmations completed,,,"next=Ready for Integrated Management Review,not_executed=True"
E. Escalation,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,,,,,,Ready with Conditions,,,,,,"escalation=Not Assessable,attention=False"
A. Readiness Summary,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,,Admissions,Staffing Level,,,Ready with Conditions,,stakeholder_validation_condition,All blocking conditions resolved and confirmations completed,,Pending Management Review,summary
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,,,,,,,,,,,,Operational Evidence Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,,,,,,,,,,,,Recommendation Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,,,,,,,,,,,,Baseline Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,,,,,,,,,,,,Scenario Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,,,,,,,,,,,,Comparator Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,,,,,,,,,,,,Financial Cost Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,,,,,,,,,,,,Financial Benefit Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,,,,,,,,,,,,Budget Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,,,,,,,,,,,,Evidence Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,,,,,,,,,,,,Lineage Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,,,,,,,,,,,,Governance Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,,,,,,,,,,,,Management Confirmation Gate=Pass
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,,,,,,,,stakeholder_validation_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,,,,,,,,scenario_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,,,,,,,,evidence_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,,,,,,,,lineage_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,,,,,,,,blocking_condition,Review and resolve before proceeding,Operations Manager,,"severity=High,blocking=True"
D. Transition Guidance,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,,,,,,Ready with Conditions,,,All blocking conditions resolved and confirmations completed,,,"next=Ready for Integrated Management Review,not_executed=True"
E. Escalation,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,,,,,,Ready with Conditions,,,,,,"escalation=Not Assessable,attention=False"
A. Readiness Summary,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,,Admissions,Staffing Level,,,Ready with Conditions,,stakeholder_validation_condition,All blocking conditions resolved and confirmations completed,,Pending Management Review,summary
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,,,,,,,,,,,,Operational Evidence Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,,,,,,,,,,,,Recommendation Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,,,,,,,,,,,,Baseline Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,,,,,,,,,,,,Scenario Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,,,,,,,,,,,,Comparator Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,,,,,,,,,,,,Financial Cost Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,,,,,,,,,,,,Financial Benefit Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,,,,,,,,,,,,Budget Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,,,,,,,,,,,,Evidence Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,,,,,,,,,,,,Lineage Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,,,,,,,,,,,,Governance Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,,,,,,,,,,,,Management Confirmation Gate=Pass
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,,,,,,,,stakeholder_validation_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,,,,,,,,scenario_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,,,,,,,,evidence_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,,,,,,,,lineage_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,,,,,,,,blocking_condition,Review and resolve before proceeding,Operations Manager,,"severity=High,blocking=True"
D. Transition Guidance,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,,,,,,Ready with Conditions,,,All blocking conditions resolved and confirmations completed,,,"next=Ready for Integrated Management Review,not_executed=True"
E. Escalation,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260721,,,,,,Ready with Conditions,,,,,,"escalation=Not Assessable,attention=False"
A. Readiness Summary,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,,Admissions,Staffing Level,,,Requires Additional Scenario Analysis,,stakeholder_validation_condition,Additional modelling completed,,Pending Management Review,summary
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,,,,,,,,,,,,Operational Evidence Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,,,,,,,,,,,,Recommendation Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,,,,,,,,,,,,Baseline Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,,,,,,,,,,,,Scenario Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,,,,,,,,,,,,Comparator Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,,,,,,,,,,,,Financial Cost Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,,,,,,,,,,,,Financial Benefit Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,,,,,,,,,,,,Budget Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,,,,,,,,,,,,Evidence Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,,,,,,,,,,,,Lineage Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,,,,,,,,,,,,Governance Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,,,,,,,,,,,,Management Confirmation Gate=Pass
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,,,,,,,,stakeholder_validation_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,,,,,,,,scenario_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Moderate,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,,,,,,,,evidence_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,,,,,,,,lineage_completeness_condition,Review and resolve before proceeding,Operations Manager,,"severity=Low,blocking=False"
C. Conditions,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,,,,,,,,blocking_condition,Review and resolve before proceeding,Operations Manager,,"severity=High,blocking=True"
D. Transition Guidance,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,,,,,,Requires Additional Scenario Analysis,,,Additional modelling completed,,,"next=Ready with Conditions,not_executed=True"
E. Escalation,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,,,,,,Requires Additional Scenario Analysis,,,,,,"escalation=Not Assessable,attention=False"
A. Readiness Summary,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,,Admissions,Staffing Level,,,Ready for Integrated Management Review,,stakeholder_validation_condition,No transition available from this state,,Pending Management Review,summary
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,,,,,,,,,,,,Operational Evidence Gate=Pass
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,,,,,,,,,,,,Recommendation Gate=Pass with Conditions
B. Readiness Gates,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,,,,,,,,,,,,Baseline Gate=Pass with Conditions
