action_prerequisite_id,decision_action_routing_id,action_id,action_name,prerequisite_type,prerequisite_description,source_gate,source_condition_id,mandatory_flag,blocking_flag,responsible_role,evidence_required,current_status,completion_required_before_action
PRQ-D1F28B3E,DAR-AF9E3D40,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-8CDAD70E,DAR-AF9E3D40,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-D4B932E3,DAR-AF9E3D40,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-830F55E4,DAR-AF9E3D40,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-47403DF9,DAR-5D66F99D,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-94284E2E,DAR-5D66F99D,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-73634DB0,DAR-5D66F99D,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-38923CB0,DAR-5D66F99D,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-A92A9375,DAR-5D66F99D,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-E083470A,DAR-5D66F99D,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-7B7FDC55,DAR-76298A2F,A002,Compare Scenario Options,Scenario Availability,At least two scenarios must be available for comparison,,,True,False,Analytics Team,Scenario comparison report,Pending,False
PRQ-ED146FB3,DAR-76298A2F,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-0A165EB9,DAR-76298A2F,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-261D44C8,DAR-76298A2F,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-47C9B137,DAR-76298A2F,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-E661E66B,DAR-76298A2F,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-EB2C669D,DAR-76298A2F,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-529A6DE2,DAR-5D6B7DD8,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-12596AC7,DAR-5D6B7DD8,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-115EBDE8,DAR-5D6B7DD8,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-8B5864C7,DAR-5D6B7DD8,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-4FE35DE6,DAR-5D6B7DD8,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-53808100,DAR-5D6B7DD8,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-F71DF891,DAR-A1061C6F,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-63717FB8,DAR-A1061C6F,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-BE7A6EAD,DAR-A1061C6F,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-0058E31F,DAR-A1061C6F,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-D73746B4,DAR-A1061C6F,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-ECA3B52F,DAR-A1061C6F,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-C25D3E87,DAR-16854A51,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-E0D92823,DAR-16854A51,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-DE104824,DAR-16854A51,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-BBA58C26,DAR-16854A51,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-24549F3A,DAR-16854A51,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-57B8A3B0,DAR-16854A51,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-D0061865,DAR-8DC94D9B,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-59BA8BAA,DAR-8DC94D9B,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-F0B0BC84,DAR-8DC94D9B,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-8835BC77,DAR-8DC94D9B,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-3EB746CA,DAR-8DC94D9B,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-4DB56DC0,DAR-8DC94D9B,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-F925B0B3,DAR-117F321A,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-A9AB4C3F,DAR-117F321A,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-9B63BDE4,DAR-117F321A,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-84A2FB32,DAR-117F321A,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-47709F0F,DAR-117F321A,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-41056860,DAR-117F321A,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-DF9C4CD4,DAR-013487F9,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-5E09C94E,DAR-013487F9,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-ACFF0EF2,DAR-013487F9,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-1FBD10E3,DAR-013487F9,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-CF69D50B,DAR-013487F9,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-93E4B573,DAR-013487F9,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-59CD176A,DAR-5051D7C0,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-DD891CAC,DAR-5051D7C0,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-2A9D4ED8,DAR-5051D7C0,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-7D736728,DAR-5051D7C0,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-EB07DCA2,DAR-5051D7C0,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-CCCBB32A,DAR-5051D7C0,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-26D21363,DAR-54DCC5FC,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-C321B1E8,DAR-54DCC5FC,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-E5201CF0,DAR-54DCC5FC,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-FC99911B,DAR-54DCC5FC,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-8FC1386C,DAR-54DCC5FC,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-FCF449BE,DAR-54DCC5FC,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-4E60072C,DAR-D0CF523E,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-F9CBF33F,DAR-D0CF523E,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-2C5508D4,DAR-D0CF523E,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-C177EE05,DAR-D0CF523E,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-38297A3A,DAR-D0CF523E,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-DD63DC0A,DAR-D0CF523E,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
