scenario_run_id,confidence_base,confidence_adjustments,confidence_score_internal,final_scenario_confidence,confidence_rationale
SR-BL-8FAD0E9D25DFF2C7-COMP-HIGH-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-55C83308E6D243F7-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-923BCF8913B6B6EC-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-6D572CEEF23DE78B-COMP-BASE-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-6D572CEEF23DE78B-COMP-CONS-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-6D572CEEF23DE78B-COMP-EXP-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-6D572CEEF23DE78B-COMP-HIGH-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-44717C9892F41126-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-A0F79EC7F7A07D0F-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-A490C2C5584BB218-COMP-BASE-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-A490C2C5584BB218-COMP-CONS-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-A490C2C5584BB218-COMP-EXP-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-A490C2C5584BB218-COMP-HIGH-002,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-4E44977D8D9120A8-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-2B13F67B464D7446--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-9F97F6CB4300A27A--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-E1227AFE59BBD37D--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-F1ED6AF2D8F1EF1A--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-B1584F7EACF4DA9E--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-C4570BB21F7E34E1--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-936C1E53016AE6A1--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-A2952EECF5393F48--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-0D3F9CFB6983E1E3--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-B25A1C8239849C27--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-D6B7F70B4792EF6D--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-0F73386D1D71F2CC--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-5ED63BA561B3B03A--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-727F04EE3FB6C752--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-0C180E6F11C54A7F--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-6D1F928DCD08CF8F--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-060B3ADB39872F82--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-330BF96E7BA8C75A--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-6D944B452152F0E8--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-53818CF58BC67A72--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-4CB373DDA69EB1F7--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-39C76286F3139545--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-6DD5A1B515228443--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-8172F3F80CE0AB58--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-45D6C8F383B2CE5F--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-F5CB1C98AB26DB6A--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-79493E4A94621449--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-F434D85745526290--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-9397FC30E4B4E8C0--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-71B2EECA8105D7ED--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-23C32F36062D2147--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-0E1DA0D55F8B8DE9--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-C9D69992FDCA46DB--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-DA96E22F1213E259--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-BC7016D53E361B6C--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-7FA25BE37FB130FA--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-C25374C78F524C16--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-C30643B1834D0FE5--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-CEA59D2C11B1C6CE--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-E94424EA87CF0C7C--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-A8D81AEECEA939D7--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-AE41DF557D030911--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-6B0104936CC45EEA--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-C5EA216F6628932B--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-D526C5A67CB24DD4--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-29361A00DB1C2528--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-D0E59A6EDD6A48F5--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-B39A98EE7F13F13A--MON,0.0,[],Insufficient Evidence,Insufficient Evidence,"Base from completeness 0.0%, 0 adjustments applied, result: Insufficient Evidence"
SR-BL-DBB5335D39C4165A-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-FEFBC8B61DA9B843-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-FEFBC8B61DA9B843-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-FEFBC8B61DA9B843-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-FEFBC8B61DA9B843-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-1B8E17CD4B65AFDC-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-AE0ECF84DFF3A318-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-1D96A40F71E676FB-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-1D96A40F71E676FB-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-1D96A40F71E676FB-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-1D96A40F71E676FB-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-75E2B6F2EFE2A50D-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-C04295DBBAD58282-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-BE82963C39B9912F-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-BE82963C39B9912F-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-BE82963C39B9912F-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-BE82963C39B9912F-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-3C0B602233877305-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-5F58A8CB45F0E177-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-22C42CC7D8441311-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-22C42CC7D8441311-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-22C42CC7D8441311-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-22C42CC7D8441311-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-695096D3E402BD46-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-22128368177DE61E-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-2CCB064E1D409CEE-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-2CCB064E1D409CEE-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-2CCB064E1D409CEE-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-2CCB064E1D409CEE-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-1F991A9825FC1777-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-937F36F3F877C31B-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-E9948BC6064C806C-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-E9948BC6064C806C-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-E9948BC6064C806C-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-E9948BC6064C806C-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-BE8B597032B2FE60-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-9D9F4BA1BC854040-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-3C57805EB83FB27D-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-3C57805EB83FB27D-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-3C57805EB83FB27D-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-3C57805EB83FB27D-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-17CE12E919144132-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-55B7E28F57FC0091-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-758FACE8410BA690-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-758FACE8410BA690-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-758FACE8410BA690-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-758FACE8410BA690-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-B00C44AC2533829E-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-F4CEEAEEB6134C63-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-3430FEABC4C3DF9B-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-3430FEABC4C3DF9B-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-3430FEABC4C3DF9B-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-3430FEABC4C3DF9B-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-E75688F03B99F32F-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-C60C5F4A3F1EA3D7-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-2FEE410FDFB16298-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-2FEE410FDFB16298-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-2FEE410FDFB16298-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-2FEE410FDFB16298-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-E16784357E70E84C-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-ED7256F23CAF3C7D-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-46FA657888EFE7AD-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-46FA657888EFE7AD-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-46FA657888EFE7AD-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-46FA657888EFE7AD-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-9C3D7EAEF5C01866-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-80E9ED2513937DAA-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-9B7D1CB5C80261D2-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-9B7D1CB5C80261D2-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-9B7D1CB5C80261D2-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-9B7D1CB5C80261D2-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-287A92F1AEE17DBD-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-79398897DDDB37E7-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-5E612570B8373BB8-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-5E612570B8373BB8-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-5E612570B8373BB8-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-5E612570B8373BB8-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-F60BA593C5EB33E1-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-E35EEE61132AB54B-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-D262692D06094508-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-D262692D06094508-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-D262692D06094508-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-D262692D06094508-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-191FE010811D4A1E-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-EC509AD35DB9402E-,50.0,[],Low,Insufficient Evidence,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-070A0C28E0BA5503-COMP-BASE-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-070A0C28E0BA5503-COMP-CONS-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-070A0C28E0BA5503-COMP-EXP-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
SR-BL-070A0C28E0BA5503-COMP-HIGH-001,50.0,[],Low,Low,"Base from completeness 50.0%, 0 adjustments applied, result: Low"
