scenario_run_id,approval_package_id,episode_id,scenario_template_id,comparator_id,comparator_type,scenario_family,baseline_id,primary_kpi_id,scenario_execution_status,final_scenario_confidence,causality_status,contradiction_severity,provisional_warning,governance_warning,assumption_profile,assumption_set_id,assumption_values_json,overall_validation_status,baseline_validation_status,numerical_validation_status,assumption_challenge_status,governance_compliance_status,tradeoff_classification,sensitivity_classification,dominance_classification,displacement_classification,evidence_id,lineage_id,closure_status
SR-BL-3048F5335B1741BC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260328,EP-HOSP-001-DEPT-ADM-kpi_001-20260328,SCEN-STAFF-001,COMP-CONS-001,Conservative,Staffing Coverage Adjustment,BL-3048F5335B1741BC,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,,,staffing-default,"{""additional_staff_count"": 1.0, ""temporary_staff_count"": 1.0, ""staff_reassignment_count"": 0.0, ""uncovered_shift_reduction_pct"": 0.0, ""intervention_duration_days"": 7.0}",,,,,,Benefit,Direction Reversal,,Possible Cross-KPI Displacement,EV-SR-BL-3048F5335B1741BC-COMP-CONS-001-BASE-0;EV-SR-BL-3048F5335B1741BC-COMP-CONS-001-REC-1;EV-SR-BL-3048F5335B1741BC-COMP-CONS-001-REC-2;EV-SR-BL-3048F5335B1741BC-COMP-CONS-001-REC-3;EV-SR-BL-3048F5335B1741BC-COMP-CONS-001-REC-4;EV-SR-BL-3048F5335B1741BC-COMP-CONS-001-REC-5;EV-SR-BL-3048F5335B1741BC-COMP-CONS-001-RECID-6;EV-SR-BL-3048F5335B1741BC-COMP-CONS-001-RECID-7;EV-SR-BL-3048F5335B1741BC-COMP-CONS-001-RECID-8;EV-SR-BL-3048F5335B1741BC-COMP-CONS-001-COMP-9;EV-SR-BL-3048F5335B1741BC-COMP-CONS-001-PKG-10;EV-SR-BL-3048F5335B1741BC-COMP-CONS-001-EP-11,LIN-EV-SR-BL-3048F5335B1741BC-COMP-CONS-001-BASE-0;LIN-EV-SR-BL-3048F5335B1741BC-COMP-CONS-001-REC-1;LIN-EV-SR-BL-3048F5335B1741BC-COMP-CONS-001-REC-2;LIN-EV-SR-BL-3048F5335B1741BC-COMP-CONS-001-REC-3;LIN-EV-SR-BL-3048F5335B1741BC-COMP-CONS-001-REC-4;LIN-EV-SR-BL-3048F5335B1741BC-COMP-CONS-001-REC-5;LIN-EV-SR-BL-3048F5335B1741BC-COMP-CONS-001-RECID-6;LIN-EV-SR-BL-3048F5335B1741BC-COMP-CONS-001-RECID-7;LIN-EV-SR-BL-3048F5335B1741BC-COMP-CONS-001-RECID-8;LIN-EV-SR-BL-3048F5335B1741BC-COMP-CONS-001-COMP-9;LIN-EV-SR-BL-3048F5335B1741BC-COMP-CONS-001-PKG-10;LIN-EV-SR-BL-3048F5335B1741BC-COMP-CONS-001-EP-11,Closed — Requires Revision
SR-BL-3048F5335B1741BC-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260328,EP-HOSP-001-DEPT-ADM-kpi_001-20260328,SCEN-STAFF-001,COMP-EXP-001,Expected,Staffing Coverage Adjustment,BL-3048F5335B1741BC,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 2.0, ""temporary_staff_count"": 2.0, ""staff_reassignment_count"": 1.0, ""uncovered_shift_reduction_pct"": 10.0, ""intervention_duration_days"": 14.0}",,,,,,Benefit,Direction Reversal,,Possible Cross-KPI Displacement,EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-BASE-0;EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-REC-1;EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-REC-2;EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-REC-3;EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-REC-4;EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-REC-5;EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-RECID-6;EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-RECID-7;EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-RECID-8;EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-COMP-9;EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-PKG-10;EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-EP-11,LIN-EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-BASE-0;LIN-EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-REC-1;LIN-EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-REC-2;LIN-EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-REC-3;LIN-EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-REC-4;LIN-EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-REC-5;LIN-EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-RECID-6;LIN-EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-RECID-7;LIN-EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-RECID-8;LIN-EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-COMP-9;LIN-EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-PKG-10;LIN-EV-SR-BL-3048F5335B1741BC-COMP-EXP-001-EP-11,Closed — Requires Revision
SR-BL-3048F5335B1741BC-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260328,EP-HOSP-001-DEPT-ADM-kpi_001-20260328,SCEN-STAFF-001,COMP-HIGH-001,Higher Intensity,Staffing Coverage Adjustment,BL-3048F5335B1741BC,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 4.0, ""temporary_staff_count"": 3.0, ""staff_reassignment_count"": 2.0, ""uncovered_shift_reduction_pct"": 20.0, ""intervention_duration_days"": 30.0}",,,,,,Benefit,Direction Reversal,,Possible Cross-KPI Displacement,EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-BASE-0;EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-REC-1;EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-REC-2;EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-REC-3;EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-REC-4;EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-REC-5;EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-RECID-6;EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-RECID-7;EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-RECID-8;EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-COMP-9;EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-PKG-10;EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-EP-11,LIN-EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-BASE-0;LIN-EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-REC-1;LIN-EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-REC-2;LIN-EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-REC-3;LIN-EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-REC-4;LIN-EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-REC-5;LIN-EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-RECID-6;LIN-EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-RECID-7;LIN-EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-RECID-8;LIN-EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-COMP-9;LIN-EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-PKG-10;LIN-EV-SR-BL-3048F5335B1741BC-COMP-HIGH-001-EP-11,Closed — Requires Revision
SR-BL-5321F55DF7C730EE-,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260328,EP-HOSP-001-DEPT-ADM-kpi_001-20260328,,-BLOCKED,Baseline,Monitoring-Only or Validation Scenario,BL-5321F55DF7C730EE,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,,,{},,,,,,,Direction Reversal,,,,,Closed — Unsupported
SR-BL-D2B7A0571B895508-,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260410,EP-HOSP-001-DEPT-ADM-kpi_001-20260410,,-BLOCKED,Baseline,No-Action or Baseline Comparator,BL-D2B7A0571B895508,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-EB935D17ADFCF500-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260410,EP-HOSP-001-DEPT-ADM-kpi_001-20260410,SCEN-STAFF-001,COMP-BASE-001,Baseline,Staffing Coverage Adjustment,BL-EB935D17ADFCF500,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,,,staffing-default,{},,,,,,Neutral,Sensitive to Assumption Intensity,,No Displacement Identified,EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-BASE-0;EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-REC-1;EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-RECID-2;EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-COMP-3;EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-PKG-4;EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-EP-5,LIN-EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-BASE-0;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-REC-1;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-RECID-2;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-COMP-3;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-PKG-4;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-EP-5,Closed — Requires Revision
SR-BL-EB935D17ADFCF500-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260410,EP-HOSP-001-DEPT-ADM-kpi_001-20260410,SCEN-STAFF-001,COMP-CONS-001,Conservative,Staffing Coverage Adjustment,BL-EB935D17ADFCF500,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,,,staffing-default,"{""additional_staff_count"": 1.0, ""temporary_staff_count"": 1.0, ""staff_reassignment_count"": 0.0, ""uncovered_shift_reduction_pct"": 0.0, ""intervention_duration_days"": 7.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-BASE-0;EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-REC-1;EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-RECID-2;EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-COMP-3;EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-PKG-4;EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-EP-5,LIN-EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-BASE-0;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-REC-1;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-RECID-2;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-COMP-3;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-PKG-4;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-EP-5,Closed — Requires Revision
SR-BL-EB935D17ADFCF500-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260410,EP-HOSP-001-DEPT-ADM-kpi_001-20260410,SCEN-STAFF-001,COMP-EXP-001,Expected,Staffing Coverage Adjustment,BL-EB935D17ADFCF500,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 2.0, ""temporary_staff_count"": 2.0, ""staff_reassignment_count"": 1.0, ""uncovered_shift_reduction_pct"": 10.0, ""intervention_duration_days"": 14.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-BASE-0;EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-REC-1;EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-RECID-2;EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-COMP-3;EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-PKG-4;EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-EP-5,LIN-EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-BASE-0;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-REC-1;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-RECID-2;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-COMP-3;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-PKG-4;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-EP-5,Closed — Requires Revision
SR-BL-EB935D17ADFCF500-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260410,EP-HOSP-001-DEPT-ADM-kpi_001-20260410,SCEN-STAFF-001,COMP-HIGH-001,Higher Intensity,Staffing Coverage Adjustment,BL-EB935D17ADFCF500,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 4.0, ""temporary_staff_count"": 3.0, ""staff_reassignment_count"": 2.0, ""uncovered_shift_reduction_pct"": 20.0, ""intervention_duration_days"": 30.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-BASE-0;EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-REC-1;EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-RECID-2;EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-COMP-3;EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-PKG-4;EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-EP-5,LIN-EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-BASE-0;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-REC-1;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-RECID-2;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-COMP-3;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-PKG-4;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-EP-5,Closed — Requires Revision
SR-BL-571A825C51EF3462-,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260410,EP-HOSP-001-DEPT-ADM-kpi_001-20260410,,-BLOCKED,Baseline,Monitoring-Only or Validation Scenario,BL-571A825C51EF3462,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-8DA7F7613F011877-,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,EP-HOSP-001-DEPT-ADM-kpi_001-20260420,,-BLOCKED,Baseline,No-Action or Baseline Comparator,BL-8DA7F7613F011877,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-24E8132F23E980FC-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,EP-HOSP-001-DEPT-ADM-kpi_001-20260420,SCEN-STAFF-001,COMP-BASE-001,Baseline,Staffing Coverage Adjustment,BL-24E8132F23E980FC,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,,,staffing-default,{},,,,,,Neutral,Sensitive to Assumption Intensity,,No Displacement Identified,EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-BASE-0;EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-REC-1;EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-RECID-2;EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-COMP-3;EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-PKG-4;EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-EP-5,LIN-EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-BASE-0;LIN-EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-REC-1;LIN-EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-RECID-2;LIN-EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-COMP-3;LIN-EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-PKG-4;LIN-EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-EP-5,Closed — Requires Revision
SR-BL-24E8132F23E980FC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,EP-HOSP-001-DEPT-ADM-kpi_001-20260420,SCEN-STAFF-001,COMP-CONS-001,Conservative,Staffing Coverage Adjustment,BL-24E8132F23E980FC,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,,,staffing-default,"{""additional_staff_count"": 1.0, ""temporary_staff_count"": 1.0, ""staff_reassignment_count"": 0.0, ""uncovered_shift_reduction_pct"": 0.0, ""intervention_duration_days"": 7.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-BASE-0;EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-REC-1;EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-RECID-2;EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-COMP-3;EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-PKG-4;EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-EP-5,LIN-EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-BASE-0;LIN-EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-REC-1;LIN-EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-RECID-2;LIN-EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-COMP-3;LIN-EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-PKG-4;LIN-EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-EP-5,Closed — Requires Revision
SR-BL-24E8132F23E980FC-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,EP-HOSP-001-DEPT-ADM-kpi_001-20260420,SCEN-STAFF-001,COMP-EXP-001,Expected,Staffing Coverage Adjustment,BL-24E8132F23E980FC,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 2.0, ""temporary_staff_count"": 2.0, ""staff_reassignment_count"": 1.0, ""uncovered_shift_reduction_pct"": 10.0, ""intervention_duration_days"": 14.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-BASE-0;EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-REC-1;EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-RECID-2;EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-COMP-3;EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-PKG-4;EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-EP-5,LIN-EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-BASE-0;LIN-EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-REC-1;LIN-EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-RECID-2;LIN-EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-COMP-3;LIN-EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-PKG-4;LIN-EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-EP-5,Closed — Requires Revision
SR-BL-24E8132F23E980FC-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,EP-HOSP-001-DEPT-ADM-kpi_001-20260420,SCEN-STAFF-001,COMP-HIGH-001,Higher Intensity,Staffing Coverage Adjustment,BL-24E8132F23E980FC,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 4.0, ""temporary_staff_count"": 3.0, ""staff_reassignment_count"": 2.0, ""uncovered_shift_reduction_pct"": 20.0, ""intervention_duration_days"": 30.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-BASE-0;EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-REC-1;EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-RECID-2;EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-COMP-3;EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-PKG-4;EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-EP-5,LIN-EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-BASE-0;LIN-EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-REC-1;LIN-EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-RECID-2;LIN-EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-COMP-3;LIN-EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-PKG-4;LIN-EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-EP-5,Closed — Requires Revision
SR-BL-72CF4289682BAE79-,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,EP-HOSP-001-DEPT-ADM-kpi_001-20260420,,-BLOCKED,Baseline,Monitoring-Only or Validation Scenario,BL-72CF4289682BAE79,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-D514917F5CC0C9BF-,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,EP-HOSP-001-DEPT-ADM-kpi_001-20260506,,-BLOCKED,Baseline,No-Action or Baseline Comparator,BL-D514917F5CC0C9BF,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-1A12AF7C3E39DADF-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,EP-HOSP-001-DEPT-ADM-kpi_001-20260506,SCEN-STAFF-001,COMP-BASE-001,Baseline,Staffing Coverage Adjustment,BL-1A12AF7C3E39DADF,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,,,staffing-default,{},,,,,,Neutral,Sensitive to Assumption Intensity,,No Displacement Identified,EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-BASE-0;EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-REC-1;EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-RECID-2;EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-COMP-3;EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-PKG-4;EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-EP-5,LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-BASE-0;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-REC-1;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-RECID-2;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-COMP-3;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-PKG-4;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-EP-5,Closed — Requires Revision
SR-BL-1A12AF7C3E39DADF-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,EP-HOSP-001-DEPT-ADM-kpi_001-20260506,SCEN-STAFF-001,COMP-CONS-001,Conservative,Staffing Coverage Adjustment,BL-1A12AF7C3E39DADF,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,,,staffing-default,"{""additional_staff_count"": 1.0, ""temporary_staff_count"": 1.0, ""staff_reassignment_count"": 0.0, ""uncovered_shift_reduction_pct"": 0.0, ""intervention_duration_days"": 7.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-BASE-0;EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-REC-1;EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-RECID-2;EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-COMP-3;EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-PKG-4;EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-EP-5,LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-BASE-0;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-REC-1;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-RECID-2;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-COMP-3;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-PKG-4;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-EP-5,Closed — Requires Revision
SR-BL-1A12AF7C3E39DADF-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,EP-HOSP-001-DEPT-ADM-kpi_001-20260506,SCEN-STAFF-001,COMP-EXP-001,Expected,Staffing Coverage Adjustment,BL-1A12AF7C3E39DADF,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 2.0, ""temporary_staff_count"": 2.0, ""staff_reassignment_count"": 1.0, ""uncovered_shift_reduction_pct"": 10.0, ""intervention_duration_days"": 14.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-BASE-0;EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-REC-1;EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-RECID-2;EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-COMP-3;EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-PKG-4;EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-EP-5,LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-BASE-0;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-REC-1;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-RECID-2;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-COMP-3;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-PKG-4;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-EP-5,Closed — Requires Revision
